raw_comp_writers_text,CLEAN_TEXT,normalized_text
Ibeth Yarely Sosa Corral,Ibeth Yarely Sosa Corral,Ibeth Yarely Sosa Corral
Desi Crew,Desi Crew,Desi Crew
Matt Redman/Jesse Reeves/Jonas Myrin/Chris Tomlin,Matt Redman/Jesse Reeves/Jonas Myrin/Chris Tomlin,Matt Redman/Jesse Reeves/Jonas Myrin/Chris Tomlin
Graham Nash/Allan Clarke/Tony Hicks,Graham Nash/Allan Clarke/Tony Hicks,Graham Nash/Allan Clarke/Tony Hicks
Brown/Mallett/Gibson/JOHNSON,Brown/Mallett/Gibson/JOHNSON,Brown/Mallett/Gibson/JOHNSON
Mira (Critchlow & Morgan),Critchlow/Morgan,Mira (Critchlow/Morgan)
D.A.R.,,D.A.R.
"Pablo Manuel Martinez, Aldana Canale, Padre Jota, Tomas Romero & Felipe CB",Pablo Manuel Martinez/Aldana Canale/Padre Jota/Tomas Romero/Felipe CB,Pablo Manuel Martinez/Aldana Canale/Padre Jota/Tomas Romero/Felipe CB
Reol/ギガP,,Reol
卢小娟,,
Samuel Backof,Samuel Backof,Samuel Backof
D. A. R.,D. A. R.,D. A. R.
Lynden Williams,Lynden Williams,Lynden Williams
Ringo Starr,Ringo Starr,Ringo Starr
Atlus,Atlus,Atlus
DJ ain/Copyright Control,DJ ain,DJ ain
Will Henry Monk/Henry Francis Lyte,Will Henry Monk/Henry Francis Lyte,Will Henry Monk/Henry Francis Lyte
Mikhail Makarenko/Kaja Chomiczuk/Andrew Christopher Hillock/Greta Carroll,Mikhail Makarenko/Kaja Chomiczuk/Andrew Christopher Hillock/Greta Carroll,Mikhail Makarenko/Kaja Chomiczuk/Andrew Christopher Hillock/Greta Carroll
Josh Tapen/Janik Riegert/Niles Hollowel-Dhar/Marc Buhr,Josh Tapen/Janik Riegert/Niles Hollowel-Dhar/Marc Buhr,Josh Tapen/Janik Riegert/Niles Hollowel-Dhar/Marc Buhr
Annie Lennox/Copyright Control/David Allan Stewart,Annie Lennox/David Allan Stewart,Annie Lennox/David Allan Stewart
Jordi Sanz Mompó & Joan Sanz Mompó,Jordi Sanz Mompó /Joan Sanz Mompó,Jordi Sanz Mompó/Joan Sanz Mompó
"<Unknown>/Vicenti, Paolo Orion",Vicenti/Paolo Orion,Vicenti/Paolo Orion
CA BUSKER STEFANUS F M STEFAN/PA N-VITRAL FT SOVEREIGN KING & LAST WORD,,CA BUSKER STEFANUS F M STEFAN/PA N-VITRAL FT SOVEREIGN KING/LAST WORD
Barton Palmer,Barton Palmer,Barton Palmer
Basistov Semyon,Basistov Semyon,Basistov Semyon
Trewhitt,,Trewhitt
Javier Tenenbaum,Javier Tenenbaum,Javier Tenenbaum
出口たかし,,
Srk Sumon Roy & Giasuddin Taheri,Srk Sumon Roy /Giasuddin Taheri,Srk Sumon Roy/Giasuddin Taheri
"Jennifer Decilveo,Andra Day",Jennifer Decilveo/Andra Day,Jennifer Decilveo/Andra Day
Jordi Riba Rivera/Tremendo/Eddy Drammeh/Néstor Gemar García,,Jordi Riba Rivera/Tremendo/Eddy Drammeh/Néstor Gemar García
Inez Janiak/Mateusz Przybylski,Inez Janiak/Mateusz Przybylski,Inez Janiak/Mateusz Przybylski
Vinnie Paz/Buckwild/Celph Titled,Vinnie Paz/Buckwild/Celph Titled,Vinnie Paz/Buckwild/Celph Titled
"James Smith (Underoath),Grant Brandell,Spencer Chamberlain,Aaron Gillespie,Christopher Dudley,Timothy McTague",James Smith/Underoath/Grant Brandell/Spencer Chamberlain/Aaron Gillespie/Christopher Dudley/Timothy McTague,James Smith/Grant Brandell/Spencer Chamberlain/Aaron Gillespie/Christopher Dudley/Timothy McTague
Bryan Adams/Jim Vallance/Bob Clearmountain,Bryan Adams/Jim Vallance/Bob Clearmountain,Bryan Adams/Jim Vallance/Bob Clearmountain
Tetsuya Komuro,Tetsuya Komuro,Tetsuya Komuro
Erik Ron/Beau Bokan/Jared Warth/Eric Lambert/Joey Sturgis/Matt Traynor/Elliott Gruenberg/Blessthefall/Copyright Control/BLESSTHEFALL LLC - BMI/Touch Down Browns Music,,Erik Ron/Beau Bokan/Jared Warth/Eric Lambert/Joey Sturgis/Matt Traynor/Elliott Gruenberg/Blessthefall/BLESSTHEFALL LLC - BMI/Touch Down Browns Music
Keep The Dream Studio,,Keep The Dream Studio
Michael Cale Parks,Michael Cale Parks,Michael Cale Parks
Vadim Nikolaenko,Vadim Nikolaenko,Vadim Nikolaenko
Kevin Savigar/Jim Cregan/Rod Stewart/Gary Grainger/Phil Chen,Kevin Savigar/Jim Cregan/Rod Stewart/Gary Grainger/Phil Chen,Kevin Savigar/Jim Cregan/Rod Stewart/Gary Grainger/Phil Chen
camilo joaquin villarruel,camilo joaquin villarruel,camilo joaquin villarruel
Franz Lehár,Franz Lehár,Franz Lehár
Pandit G/Afjal Miah/Aktar Ahmed/Lord Camacho/Sanjay Tailor/Dr. Das/Steve Chandra Savale,Pandit G/Afjal Miah/Aktar Ahmed/Lord Camacho/Sanjay Tailor/Dr. Das/Steve Chandra Savale,Pandit G/Afjal Miah/Aktar Ahmed/Lord Camacho/Sanjay Tailor/Dr. Das/Steve Chandra Savale
"Sickboyrari,SosMula,ZillaKami",Sickboyrari/SosMula/ZillaKami,Sickboyrari/SosMula/ZillaKami
Khathadath,Khathadath,Khathadath
Will Gregory/Alison Goldfrapp,Will Gregory/Alison Goldfrapp,Will Gregory/Alison Goldfrapp
Keondre Taylor,Keondre Taylor,Keondre Taylor
Napalm El'Diablo,Napalm El'Diablo,Napalm El'Diablo
Erik Canales/David Merino Velasco/Roberto Carlos Castrillo Sanchez/Daniel Alcover,Erik Canales/David Merino Velasco/Roberto Carlos Castrillo Sanchez/Daniel Alcover,Erik Canales/David Merino Velasco/Roberto Carlos Castrillo Sanchez/Daniel Alcover
Hayk Zardaryan & Movses Margaryan,Hayk Zardaryan/Movses Margaryan,Hayk Zardaryan/Movses Margaryan
Joey Fatts,Joey Fatts,Joey Fatts
Teófilo Guerrero,Teófilo Guerrero,Teófilo Guerrero
A. Petrov,A. Petrov,A. Petrov
Gus Kahn/Wilbur Schwandt/Fabian André,Gus Kahn/Wilbur Schwandt/Fabian André,Gus Kahn/Wilbur Schwandt/Fabian André
Matt Easton/Jeff Arenson,Matt Easton/Jeff Arenson,Matt Easton/Jeff Arenson
David McWilliams,David McWilliams,David McWilliams
Sefat Ullah Sefuda/Md Ehsanul Habib Onik,Sefat Ullah Sefuda/Md Ehsanul Habib Onik,Sefat Ullah Sefuda/Md Ehsanul Habib Onik
Vangelis,Vangelis,Vangelis
Nick Hakim/Andrew Sarlo/Jesse and Forever/Michael J Thomas III,Nick Hakim/Andrew Sarlo/Jesse and Forever/Michael J Thomas III,Nick Hakim/Andrew Sarlo/Jesse and Forever/Michael J Thomas III
Emile Hoogenhout/Copyright Control/Edition Get Physical / Budde Music,Emile Hoogenhout,Emile Hoogenhout/Edition Get Physical/Budde Music
Vesa Ranta/Sami Lopakka/Taneli Jarva/Miika Tenkula/Not Documented,Vesa Ranta/Sami Lopakka/Taneli Jarva/Miika Tenkula,Vesa Ranta/Sami Lopakka/Taneli Jarva/Miika Tenkula/Not Documented
Iron Avantgarde Publishing/Brittney Hayes/Scott Buchanan/Andrew Saunders/Grant Truesdell/Nikko Whitworth/Unleash The Archers,Brittney Hayes/Scott Buchanan/Andrew Saunders/Grant Truesdell/Nikko Whitworth/Unleash The Archers,Iron Avantgarde Publishing/Brittney Hayes/Scott Buchanan/Andrew Saunders/Grant Truesdell/Nikko Whitworth/Unleash The Archers
Prabhat Barot & Traditional,Prabhat Barot/Traditional,Prabhat Barot
CA PRYOR RICHARD F,PRYOR RICHARD F,CA PRYOR RICHARD F
THERESA JONES/UKNOWN WRITER,THERESA JONES,THERESA JONES/UKNOWN WRITER
Dmitri Shostakovich,Dmitri Shostakovich,Dmitri Shostakovich
Tyler Halverson,Tyler Halverson,Tyler Halverson
Roderick Story,Roderick Story,Roderick Story
Nariaki,Nariaki,Nariaki
WILLIAMS JOHN T,WILLIAMS JOHN T,WILLIAMS JOHN T
Graham Parker/Unknown/Copyright Control,Graham Parker,Graham Parker
"Beach Season,Rome in Silver",Beach Season/Rome in Silver,Beach Season/Rome in Silver
Lamb Of God,Lamb Of God,Lamb Of God
Derek Christopher & Vaxx,Derek Christopher/Vaxx,Derek Christopher/Vaxx
Bhai Gurmail Singh Ji/DP,Bhai Gurmail Singh Ji,Bhai Gurmail Singh Ji/DP
Janir Sanchez/Copyright Control,Janir Sanchez,Janir Sanchez
孫儀/劉家昌,,
Duy Khánh,Duy Khánh,Duy Khánh
INFERNALES RECORD,INFERNALES RECORD,INFERNALES RECORD
Ali Abdulah,Ali Abdulah,Ali Abdulah
Jon Secada/Miguel A. Morejón,Jon Secada/Miguel A. Morejón,Jon Secada/Miguel A. Morejón
Traditional/Yvan Cassar/Eric Chevalier,Yvan Cassar/Eric Chevalier,Yvan Cassar/Eric Chevalier
Jim Croce,Jim Croce,Jim Croce
CA JONKMAN TIM P/CA KAN VAN ERWIN H/PA GRIDKILLER & NOSFERATU,JONKMAN TIM P/KAN VAN ERWIN H/GRIDKILLER/NOSFERATU,CA JONKMAN TIM P/CA KAN VAN ERWIN H/PA GRIDKILLER/NOSFERATU
Jordan R Todd,Jordan R Todd,Jordan R Todd
Soundmind Artists & Weastwick Music,,Soundmind Artists/Weastwick Music
"<Unknown>/Jackson, Andy/Jackson, Glenroy/Jackson, Nicola/Jackson, Trevor",,Jackson/Andy/Jackson/Glenroy/Jackson/Nicola/Jackson/Trevor
Amaal Mallik/Badshah/Kumaar,Amaal Mallik/Badshah/Kumaar,Amaal Mallik/Badshah/Kumaar
Ebk Eski,Ebk Eski,Ebk Eski
Jacopo Ferretti/Gaetano Donizetti,Jacopo Ferretti/Gaetano Donizetti,Jacopo Ferretti/Gaetano Donizetti
TAIHEI,TAIHEI,TAIHEI
GlockBoy BoBo,GlockBoy BoBo,GlockBoy BoBo
Nguyễn Ngọc Thiện,Nguyễn Ngọc Thiện,Nguyễn Ngọc Thiện
Dave Cobb/Tim Hanseroth/Brandi Carlile/Phil Hanseroth/Thomas Benjamin Cooper,Dave Cobb/Tim Hanseroth/Brandi Carlile/Phil Hanseroth/Thomas Benjamin Cooper,Dave Cobb/Tim Hanseroth/Brandi Carlile/Phil Hanseroth/Thomas Benjamin Cooper
BOOK  DAN STEVEN/GOLDSTEIN  ANDREW MAXWELL/OVERSTREET  CHORD,BOOK  DAN STEVEN/GOLDSTEIN  ANDREW MAXWELL/OVERSTREET  CHORD,BOOK  DAN STEVEN/GOLDSTEIN  ANDREW MAXWELL/OVERSTREET  CHORD
Ángel Aníbal,Ángel Aníbal,Ángel Aníbal
-/Akira The Don,Akira The Don,Akira The Don
Boon wdg & marr osama,Boon wdg/marr osama,Boon wdg/marr osama
Paul Noriega,Paul Noriega,Paul Noriega
Bob Young/Francis Rossi,Bob Young/Francis Rossi,Bob Young/Francis Rossi
櫻井敦司/今井寿,,
William Byrd,William Byrd,William Byrd
Stephen Roslonek,Stephen Roslonek,Stephen Roslonek
Raekwon Bailey,Raekwon Bailey,Raekwon Bailey
Jerry Herman,Jerry Herman,Jerry Herman
Martin Briley/Danny Tate,Martin Briley/Danny Tate,Martin Briley/Danny Tate
Paramitha Rusady,Paramitha Rusady,Paramitha Rusady
David Sitbon/Julien Reichen/Florentin Coquelin/Christoph Grossniklaus,David Sitbon/Julien Reichen/Florentin Coquelin/Christoph Grossniklaus,David Sitbon/Julien Reichen/Florentin Coquelin/Christoph Grossniklaus
Jaquae Baker,Jaquae Baker,Jaquae Baker
ボンジュール鈴木,,
Prznt,Prznt,Prznt
Ganjina & Sarban,Ganjina & Sarban,Ganjina/Sarban
"Rowe (Collier, Lang, Munoz & Ruelas)",,Rowe (Collier/Lang/Munoz/Ruelas)
Олег Попков,,
ZUN/〜蒼〜,,ZUN
Dave Audé/Crystal Waters/Neal Brian Conway,Dave Audé/Crystal Waters/Neal Brian Conway,Dave Audé/Crystal Waters/Neal Brian Conway
Rauf Mirzaev/Faik Mirzaev,Rauf Mirzaev/Faik Mirzaev,Rauf Mirzaev/Faik Mirzaev
Selwyn Birchwood/Selwyn Birchwood Music,Selwyn Birchwood,Selwyn Birchwood/Selwyn Birchwood Music
Oscar Pearce/Copyright Control/Marlo Hoogstraten,Oscar Pearce/Marlo Hoogstraten,Oscar Pearce/Marlo Hoogstraten
Adam Jameček/Aleksandr Chemeze Odu,Adam Jameček/Aleksandr Chemeze Odu,Adam Jameček/Aleksandr Chemeze Odu
Denver Dale,Denver Dale,Denver Dale
Gary Novak/Carl Walker/Scott Kinsey/Timothy LeFebvre/Timothy Lefebvre,Gary Novak/Carl Walker/Scott Kinsey/Timothy LeFebvre/Timothy Lefebvre,Gary Novak/Carl Walker/Scott Kinsey/Timothy LeFebvre/Timothy Lefebvre
Nikolay Bespalov,Nikolay Bespalov,Nikolay Bespalov
Deborah Lurie,Deborah Lurie,Deborah Lurie
LOS YANIS DE VILLA DE GPE.,LOS YANIS DE VILLA DE GPE.,LOS YANIS DE VILLA DE GPE.
Claudio Monteverdi,Claudio Monteverdi,Claudio Monteverdi
wondemu jira,wondemu jira,wondemu jira
Luke Frizon/Tristan Barnes/Nelson Barnes,Luke Frizon/Tristan Barnes/Nelson Barnes,Luke Frizon/Tristan Barnes/Nelson Barnes
YUMIN/Franken/Heondred,YUMIN/Franken/Heondred,YUMIN/Franken/Heondred
"Exøtix,PSYKIDD,J4M",Exøtix/PSYKIDD/J4M,Exøtix/PSYKIDD/J4M
Sameer/Nadeem-Shravan,Sameer/Nadeem-Shravan,Sameer/Nadeem-Shravan
Thomas F Blake,Thomas F Blake,Thomas F Blake
Daniel Vernunft,Daniel Vernunft,Daniel Vernunft
Udana Prageeth Jerome Silva,Udana/Prageeth/Jerome/Silva,Udana Prageeth Jerome Silva
Kaka Barboza,Kaka Barboza,Kaka Barboza
Deepin(디핀)/Liquor(리쿼)/김박첼라(Kim Park Challa),Deepin/Liquor/Kim Park Challa,Deepin/Liquor
"Hampus Wiberg, Joshua Voß, Wiberg & eedion",Hampus Wiberg/Joshua Voß/Wiberg/eedion,Hampus Wiberg/Joshua Voß/Wiberg/eedion
ZillaKami,ZillaKami,ZillaKami
Mbosso,Mbosso,Mbosso
Piero Ciampi/Gianfranco Reverberi,Piero Ciampi/Gianfranco Reverberi,Piero Ciampi/Gianfranco Reverberi
Ninguno Ninguno,,Ninguno Ninguno
Gary Francois/Serge Ramaekers/Hansbert Vanhove/Copyright Control/Gery Francois,Gary Francois/Serge Ramaekers/Hansbert Vanhove,Gary Francois/Serge Ramaekers/Hansbert Vanhove/Gery Francois
Nguyễn Minh Anh,,Nguyễn Minh Anh
Larry Kimpel,Larry Kimpel,Larry Kimpel
Digital Durian & Astro,Digital Durian & Astro,Digital Durian/Astro
Xena Aouita & Haja Hamdaouia,Xena Aouita/Haja Hamdaouia,Xena Aouita/Haja Hamdaouia
Daniel López Rodríguez & Dora Postigo,Daniel López Rodríguez/Dora Postigo,Daniel López Rodríguez/Dora Postigo
JAYLEIN CANTRELL,JAYLEIN CANTRELL,JAYLEIN CANTRELL
Heather Evonne Markham,Heather Evonne Markham,Heather Evonne Markham
Jane Taylor/Declan Flynn/Copyright Control/Wolfgang Amadeus Mozart,Wolfgang Amadeus Mozart,Jane Taylor/Declan Flynn/Wolfgang Amadeus Mozart
Pat Fish/Fire Songs,Pat Fish/Fire Songs,Pat Fish/Fire Songs
Aleksandar Dimitrijevic,Aleksandar Dimitrijevic,Aleksandar Dimitrijevic
Shinichi Mitsui/Yui Ogura,Shinichi Mitsui/Yui Ogura,Shinichi Mitsui/Yui Ogura
M.P Yadav/J.P Tiwari,M.P Yadav/J.P Tiwari,M.P Yadav/J.P Tiwari
Loïc Leborgne,Loïc Leborgne,Loïc Leborgne
"<Unknown>/Rodriguez Loperena, Osvaldo",Rodriguez Loperena/Osvaldo,Rodriguez Loperena/Osvaldo
Chris Rea,Chris Rea,Chris Rea
Ahmad Eerfan,Ahmad Eerfan,Ahmad Eerfan
Los Ninos de Yemalla Music SESAC,,Los Ninos de Yemalla Music SESAC
Michael Fesser,Michael Fesser,Michael Fesser
"Soulja Boy,​​Hoopstar Beats",Soulja Boy/Hoopstar Beats,Soulja Boy/​​Hoopstar Beats
حسين حمزة/رفيق حبيقة,,
Eddie James,Eddie James,Eddie James
Mario Sandoval,Mario Sandoval,Mario Sandoval
Mano Brown/Edi Rock,Mano Brown/Edi Rock,Mano Brown/Edi Rock
Laurent Scimeca/Cedric De Pasquale/D&P Mode Music (ASCAP)/Gervais Music Publishing (ASCAP)/Sample Pack,Laurent Scimeca/Cedric De Pasquale/ /Sample Pack,Laurent Scimeca/Cedric De Pasquale/P Mode Music/Gervais Music Publishing/Sample Pack
SIMON JOE (USA 1 - CNTRY)/SPEER MARC DAVID,,SIMON JOE/SPEER MARC DAVID
Adem Ciwan,Adem Ciwan,Adem Ciwan
Kid Tune,,Kid Tune
Javier San Roman,Javier San Roman,Javier San Roman
Larry Gatlin/Jerry Kennedy,Larry Gatlin/Jerry Kennedy,Larry Gatlin/Jerry Kennedy
M.S.Bairagi/Surinder Sehaj,M.S.Bairagi/Surinder Sehaj,M.S.Bairagi/Surinder Sehaj
Mook Boy,Mook Boy,Mook Boy
Heinrich August Marschner/W.A. Wohlbruck,Heinrich August Marschner/W.A. Wohlbruck,Heinrich August Marschner/W.A. Wohlbruck
Melvin Schmitz/18 Karat,Melvin Schmitz/18 Karat,Melvin Schmitz/18 Karat
Kieran the Light,Kieran the Light,Kieran the Light
Joe Reisman/Henry Mancini,Joe Reisman/Henry Mancini,Joe Reisman/Henry Mancini
"Katerina Westbrook, Goldi Lux & Kennedy James",Katerina Westbrook/Goldi Lux/ Kennedy James,Katerina Westbrook/Goldi Lux/Kennedy James
Peter Mynte/John Rostill,Peter Mynte/John Rostill,Peter Mynte/John Rostill
Пётр Ильич Чайковский,,
ZydSounds,ZydSounds,ZydSounds
Yaven Mauldin & David McDaniel,Yaven Mauldin/David McDaniel,Yaven Mauldin/David McDaniel
Gesher/I Am Grime,Gesher/I Am Grime,Gesher/I Am Grime
Charles Nicholas Hayes,Charles Nicholas Hayes,Charles Nicholas Hayes
"Masked Wolf,IDK,KayCyy,Sir Nolan,Tyron Hapi,Feli Ferraro",Masked Wolf/IDK/KayCyy/Sir Nolan/Tyron Hapi/Feli Ferraro,Masked Wolf/IDK/KayCyy/Sir Nolan/Tyron Hapi/Feli Ferraro
Juan Peralta,Juan Peralta,Juan Peralta
James Lightfoot/Alastair Thorpe/Jonathan Barnard/David Lightfoot,James Lightfoot/Alastair Thorpe/Jonathan Barnard/David Lightfoot,James Lightfoot/Alastair Thorpe/Jonathan Barnard/David Lightfoot
Richard Butler/Martin L. Gore,Richard Butler/Martin L. Gore,Richard Butler/Martin L. Gore
"Hainze Diaz Arroyo, Neftalí Alvarez Nuñez, Carlkos Crespo Planas & Hector E. Birriel Caraballo",Hainze Diaz Arroyo/Neftalí Alvarez Nuñez/Carlkos Crespo Planas/Hector E. Birriel Caraballo,Hainze Diaz Arroyo/Neftalí Alvarez Nuñez/Carlkos Crespo Planas/Hector E. Birriel Caraballo
James Hetfield/Lars Ulrich,James Hetfield/Lars Ulrich,James Hetfield/Lars Ulrich
Deshaun Leonard,Deshaun Leonard,Deshaun Leonard
Germán Montero,Germán Montero,Germán Montero
Crown Uzama,Crown Uzama,Crown Uzama
Kevin Kade,Kevin Kade,Kevin Kade
Uri Porter-Wise/Gabrielius Boyle,Uri Porter-Wise/Gabrielius Boyle,Uri Porter-Wise/Gabrielius Boyle
Tyler Glenn/Justin Meldal-Johnsen,Tyler Glenn/Justin Meldal-Johnsen,Tyler Glenn/Justin Meldal-Johnsen
Rhema Loseke,Rhema Loseke,Rhema Loseke
Damien Delattre,Damien Delattre,Damien Delattre
aimyon/Moto Kawabe,aimyon/Moto Kawabe,aimyon/Moto Kawabe
Devin Vann,Devin Vann,Devin Vann
Douglas Cezar,Douglas Cezar,Douglas Cezar
Ryan Justin Baker,Ryan Justin Baker,Ryan Justin Baker
Stefan Andersson/Petrus,Stefan Andersson/Petrus,Stefan Andersson/Petrus
"Oliver Ponsford, Chris Wilkie/Chris Wilkie/Oliver Ponsford/Copyright Control",Oliver Ponsford/Chris Wilkie,Oliver Ponsford/Chris Wilkie/Chris Wilkie/Oliver Ponsford
"Fuzzorama Records/Daniel Dorninger, Hans Peter Leitner, Michael Hirschmugl, Bernhard Weigl, Bernhard Sorger",Daniel Dorninger/Hans Peter Leitner/Michael Hirschmugl/Bernhard Weigl/Bernhard Sorger,Fuzzorama Records/Daniel Dorninger/Hans Peter Leitner/Michael Hirschmugl/Bernhard Weigl/Bernhard Sorger
Juan Llanos &Jorge Kiny Murillo,Juan Llanos/Jorge Kiny Murillo,Juan Llanos/Jorge Kiny Murillo
Arturo Vázquez/Vázquez Arturo,Arturo Vázquez/Vázquez Arturo,Arturo Vázquez/Vázquez Arturo
Umberto Sulpasso jr.,Umberto Sulpasso jr.,Umberto Sulpasso jr.
"Wande Isola, Deandre Hunter, Xavier Baird & Clark Lacossade",Wande Isola/Deandre Hunter/Xavier Baird/Clark Lacossade,Wande Isola/Deandre Hunter/Xavier Baird/Clark Lacossade
Quico,Quico,Quico
"Greg Ackell,Motohiro Yasue,Paula Kelley,Peter Koeplin,Steve Zimmerman",Greg Ackell/Motohiro Yasue/Paula Kelley/Peter Koeplin/Steve Zimmerman,Greg Ackell/Motohiro Yasue/Paula Kelley/Peter Koeplin/Steve Zimmerman
Copyright Control/Dr. Djaendar J Lumban Gaol,Dr. Djaendar J Lumban Gaol,Dr. Djaendar J Lumban Gaol
Keisuke Kuwata,Keisuke Kuwata,Keisuke Kuwata
Norman Gimbel/Toots Thielemans,Norman Gimbel/Toots Thielemans,Norman Gimbel/Toots Thielemans
"Tee Grizzley,Skilla Baby,Wayne616,Pablo616",Tee Grizzley/Skilla Baby/Wayne616/Pablo616,Tee Grizzley/Skilla Baby/Wayne616/Pablo616
"<Unknown>/Monti, Daniel",Monti/Daniel,Monti/Daniel
"YG,Slim 400",YG/Slim 400,YG/Slim 400
Tradicional,,Tradicional
Rozz Williams,Rozz Williams,Rozz Williams
Ethereal,Ethereal,Ethereal
Rosendale,Rosendale,Rosendale
Rareblin,Rareblin,Rareblin
Bill Withers/Lee Scratch Perry,Bill Withers/Lee Scratch Perry,Bill Withers/Lee Scratch Perry
Francisco Rentería,Francisco Rentería,Francisco Rentería
BENZO,BENZO,BENZO
Dennis Steven Jagard,Dennis Steven Jagard,Dennis Steven Jagard
Apashe & LeKtriQue/Riptide Music,,Apashe/LeKtriQue/Riptide Music
Hoàng Trang,,Hoàng Trang
Martez Harrison,Martez Harrison,Martez Harrison
Casper Michael Frisk/Adrian Valentino Bellan,Casper Michael Frisk/Adrian Valentino Bellan,Casper Michael Frisk/Adrian Valentino Bellan
Jeff Sheridan/Kendall Schmidt/The Mix 2 Broadcast/Dick Tracy/Soundworks,,Jeff Sheridan/Kendall Schmidt/The Mix 2 Broadcast/Dick Tracy/Soundworks
Christopher Proctor,Christopher Proctor,Christopher Proctor
Moro/Skizo Beats,Moro/Skizo Beats,Moro/Skizo Beats
Kerwin Du Bois,Kerwin Du Bois,Kerwin Du Bois
"Jory Boy,Anuel AA",Jory Boy/Anuel AA,Jory Boy/Anuel AA
McCafferty,McCafferty,McCafferty
Joey Tempest,Joey Tempest,Joey Tempest
Kaisson Delroy Brothers,Kaisson Delroy Brothers,Kaisson Delroy Brothers
"eyes, wings and many other things",,eyes/wings and many other things
Erols-Enroc-Music/Juan Maldonado Fernandez,Juan Maldonado Fernandez,Erols-Enroc-Music/Juan Maldonado Fernandez
Hugo Velázquez,Hugo Velázquez,Hugo Velázquez
Gene Autry/Harriett Melka/Oakley Haldeman,Gene Autry/Harriett Melka/Oakley Haldeman,Gene Autry/Harriett Melka/Oakley Haldeman
Стас Михайлов,,
Mark Blissenden/Andrew Burdall,Mark Blissenden/Andrew Burdall,Mark Blissenden/Andrew Burdall
"Tsu Surf,Jordyn",Tsu Surf/Jordyn,Tsu Surf/Jordyn
Frankie Ogilvie,Frankie Ogilvie,Frankie Ogilvie
Gulzar/Rahul Dev Burman,Gulzar/Rahul Dev Burman,Gulzar/Rahul Dev Burman
Astor Piazzolla,Astor Piazzolla,Astor Piazzolla
Tom Waits,Tom Waits,Tom Waits
Francisco Duran & Mauricio Durán,Francisco Duran/Mauricio Durán,Francisco Duran/Mauricio Durán
Andreias Mihai Liviu,Andreias Mihai Liviu,Andreias Mihai Liviu
"Wheezy,Yak Gotti,Young Thug",Wheezy/Yak Gotti/Young Thug,Wheezy/Yak Gotti/Young Thug
Arturo Safin & Газави Сэмуэль,Arturo Safin/Газави Сэмуэль,Arturo Safin
Tom Hodge/Franz Kirmann,Tom Hodge/Franz Kirmann,Tom Hodge/Franz Kirmann
Gabriele Azzalin,Gabriele Azzalin,Gabriele Azzalin
H. Biggs/J. Thomas,H. Biggs/J. Thomas,H. Biggs/J. Thomas
Angel Chairez & Jesus Martinez,Angel Chairez/Jesus Martinez,Angel Chairez/Jesus Martinez
Jann Michael Engel/Murat Parlak/Jeff Aug/Niko Lai/Anne Clark,Jann Michael Engel/Murat Parlak/Jeff Aug/Niko Lai/Anne Clark,Jann Michael Engel/Murat Parlak/Jeff Aug/Niko Lai/Anne Clark
Jorge Macias Gómez,Jorge Macias Gómez,Jorge Macias Gómez
Brahim Biskri,Brahim Biskri,Brahim Biskri
"<Unknown>/Benjamin, Emanuel",Benjamin/Emanuel,Benjamin/Emanuel
Marvin P. Dalton/Bob Jones And Nick Bruno,Marvin P. Dalton/Bob Jones And Nick Bruno,Marvin P. Dalton/Bob Jones And Nick Bruno
Paul Simon,Paul Simon,Paul Simon
CC,,CC
Cash Cash/Ilsey Juber/Jenn Decilveo/Alexander Makhlouf/Jean Paul Makhlouf/Samuel Warren Frisch,Cash Cash/Ilsey Juber/Jenn Decilveo/Alexander Makhlouf/Jean Paul Makhlouf/Samuel Warren Frisch,Cash Cash/Ilsey Juber/Jenn Decilveo/Alexander Makhlouf/Jean Paul Makhlouf/Samuel Warren Frisch
Sam Reed/Tokyo Prose/Copyright Control (PRO)/S Reed/S Stokes/J Mcbride,Sam Reed/Tokyo Prose/S Reed/S Stokes/J Mcbride,Sam Reed/Tokyo Prose/S Reed/S Stokes/J Mcbride
Tony Hiller/Colin Michael Frechter,Tony Hiller/Colin Michael Frechter,Tony Hiller/Colin Michael Frechter
Michael Ramey Combs,Michael Ramey Combs,Michael Ramey Combs
Juan Gabriel,Juan Gabriel,Juan Gabriel
CA LISZT FRANZ,LISZT FRANZ,CA LISZT FRANZ
Madonna/Patrick Leonard/Bruce Gaitsch,Madonna/Patrick Leonard/Bruce Gaitsch,Madonna/Patrick Leonard/Bruce Gaitsch
Carson Patrick Linzie,,Carson Patrick Linzie
Talibando,Talibando,Talibando
Edgar Silva,Edgar Silva,Edgar Silva
[traditional]/Sir Henry Walford Davies,Sir Henry Walford Davies,Sir Henry Walford Davies
FATTAL,FATTAL,FATTAL
Lasse Andersson/Pernilla Wahlgren,Lasse Andersson/Pernilla Wahlgren,Lasse Andersson/Pernilla Wahlgren
Real Red/Christopher Rodgers,Real Red/Christopher Rodgers,Real Red/Christopher Rodgers
Kevione Austin/Brian Chan Jones/Kiz,Kevione Austin/Brian Chan Jones/Kiz,Kevione Austin/Brian Chan Jones/Kiz
CA O'NEAL SEAN/CA RASSE ANDREW/PA BUTANE & SOMEONE ELSE,O'NEAL SEAN/RASSE ANDREW/BUTANE/SOMEONE ELSE,CA O'NEAL SEAN/CA RASSE ANDREW/PA BUTANE/SOMEONE ELSE
